worker_id,production_id,gender,age_group,experience_years,migration_background,caring_responsibilities,role,seniority,contract_type,production_type,is_debut,funding_type,employer_size_proxy,country,n_employers_per_year,working_days,daily_rate,total_pay,fte_equivalent_pay,includes_variable_pay,pay_definition_harmonized
W0197,P048,male,26-35,,non_EU,False,sound_technician,mid,fixed_term,tv_series,False,private,medium,ES,4.0,67,286.79,19214.93,63093.8,False,True
W0198,P022,male,46-55,29.0,national,False,art_technician,lead,fixed_term,feature_film,False,private,large,NL,3.0,68,463.65,31528.2,102003.0,False,False
W0198,P009,male,46-55,29.0,national,False,director,lead,freelance_cache,advertising,False,private,large,FR,3.0,18,967.43,17413.74,212834.6,True,False
W0198,P042,male,46-55,29.0,national,False,art_technician,mid,freelance_cache,advertising,False,public,small,ES,5.0,5,280.84,1404.2,61784.8,False,True
W0199,P055,female,36-45,16.0,national,False,editor,senior,fixed_term,tv_series,False,private,small,BE,5.0,32,400.03,12800.96,,False,False
W0199,P010,female,36-45,16.0,national,False,editor,senior,freelance_cache,documentary,False,private,micro,FR,4.0,51,382.62,19513.62,84176.4,False,True
W0199,P033,female,36-45,16.0,national,False,editor,senior,intermittent,documentary,True,public,small,NL,,39,,,,False,True
W0199,P018,female,36-45,16.0,national,False,editor,mid,intermittent,short_film,False,public,large,DE,5.0,5,312.27,,68699.4,True,True
W0199,P012,female,36-45,16.0,national,False,sound_technician,mid,freelance_cache,tv_series,False,public,micro,NL,7.0,32,292.31,9353.92,64308.2,False,True
W0200,P019,female,46-55,19.0,EU_mobile,True,producer,mid,fixed_term,feature_film,False,private,micro,PL,2.0,86,617.83,53133.38,135922.6,True,False
W0200,P002,female,46-55,,EU_mobile,True,producer,mid,freelance_cache,advertising,False,private,micro,IT,2.0,18,693.58,12484.44,152587.6,False,True
W0201,P057,male,46-55,17.0,national,False,director,mid,freelance_cache,documentary,False,mixed,micro,DE,7.0,22,624.6,,137412.0,True,True
W0201,P040,male,46-55,17.0,national,False,director,senior,freelance_cache,short_film,False,public,medium,DE,4.0,15,,,135260.4,False,True
W0201,P043,male,46-55,17.0,national,False,director,senior,freelance_cache,tv_series,False,mixed,small,ES,5.0,63,,46519.2,,False,False
W0201,P054,male,46-55,17.0,national,False,director,lead,intermittent,documentary,False,private,micro,PL,6.0,26,867.88,22564.88,190933.6,False,False
W0201,P053,male,46-55,17.0,national,False,director,junior,freelance_cache,feature_film,False,private,micro,FR,6.0,64,523.29,33490.56,115123.8,True,True
W0202,P047,male,56+,35.0,national,False,art_technician,mid,freelance_cache,tv_series,False,private,medium,DE,,47,,17125.39,80161.4,False,False
W0202,P007,male,56+,35.0,national,False,cinematographer,junior,freelance_cache,documentary,True,public,small,PL,3.0,19,,,,False,True
W0202,P030,male,56+,35.0,national,False,cinematographer,lead,fixed_term,short_film,False,mixed,micro,PT,5.0,10,814.46,8144.6,179181.2,False,True
W0202,P065,male,56+,35.0,national,False,director,senior,freelance_cache,advertising,False,private,micro,DE,6.0,16,,11818.08,162498.6,True,False
W0203,P013,male,56+,25.0,national,False,producer,lead,freelance_cache,advertising,False,private,micro,DE,4.0,6,,,256020.6,True,True
W0203,P001,male,56+,25.0,national,False,producer,junior,freelance_cache,short_film,False,mixed,small,ES,5.0,25,545.85,13646.25,120087.0,True,False
W0203,P010,male,56+,25.0,national,False,producer,mid,fixed_term,documentary,False,private,micro,FR,7.0,47,872.67,41015.49,191987.4,False,True
W0203,P042,male,56+,25.0,national,False,screenwriter,lead,freelance_cache,advertising,False,public,small,ES,4.0,16,605.49,9687.84,133207.8,False,True
W0203,P031,male,56+,25.0,national,False,producer,mid,intermittent,short_film,False,private,large,SE,7.0,16,826.96,13231.36,181931.2,False,True
W0204,P056,male,46-55,30.0,national,False,sound_technician,mid,fixed_term,short_film,False,private,small,FR,4.0,7,278.13,1946.91,61188.6,False,False
W0204,P025,male,46-55,30.0,national,False,sound_technician,mid,freelance_cache,feature_film,False,private,micro,SE,7.0,75,335.94,25195.5,73906.8,False,True
W0204,P009,male,46-55,30.0,national,False,sound_technician,mid,freelance_cache,advertising,False,private,large,FR,5.0,6,312.26,1873.56,68697.2,False,False
W0204,P010,male,46-55,30.0,national,False,sound_technician,senior,freelance_cache,documentary,False,private,micro,FR,4.0,26,,11692.46,98936.2,False,True
W0204,P028,male,46-55,,national,False,art_technician,mid,freelance_cache,documentary,True,mixed,micro,DE,5.0,33,257.12,8484.96,56566.4,False,True
W0205,P018,female,36-45,14.0,national,False,sound_technician,junior,fixed_term,short_film,False,public,large,DE,5.0,13,227.79,2961.27,50113.8,False,True
W0205,P058,female,36-45,14.0,national,False,sound_technician,junior,permanent,feature_film,False,private,micro,DE,3.0,82,250.86,,55189.2,False,True
W0205,P049,female,36-45,14.0,national,False,cinematographer,mid,intermittent,tv_series,False,private,medium,FR,4.0,26,459.67,11951.42,101127.4,False,False
W0205,P016,female,36-45,14.0,national,False,sound_technician,mid,permanent,feature_film,False,private,large,IT,4.0,46,286.41,13174.86,,False,True
W0206,P013,male,56+,,national,False,composer,junior,intermittent,advertising,False,private,micro,DE,3.0,14,,5737.62,90162.6,True,True
W0206,P025,male,56+,30.0,national,False,composer,senior,fixed_term,feature_film,False,private,micro,SE,1.0,69,526.82,36350.58,115900.4,True,True
W0207,P040,male,26-35,4.0,national,False,screenwriter,senior,intermittent,short_film,False,public,medium,DE,6.0,5,546.33,2731.65,120192.6,False,True
W0207,P006,male,26-35,4.0,national,False,sound_technician,lead,freelance_cache,tv_series,False,private,micro,DE,4.0,42,430.63,18086.46,94738.6,False,False
W0207,P007,male,26-35,,national,False,sound_technician,mid,freelance_cache,documentary,True,public,small,PL,6.0,21,323.99,,,False,True
W0207,P046,male,26-35,,national,False,sound_technician,mid,freelance_cache,feature_film,False,private,small,NL,4.0,81,,27555.39,,False,True
W0208,P063,male,46-55,22.0,EU_mobile,False,sound_technician,lead,freelance_cache,feature_film,False,mixed,large,RO,6.0,32,397.93,12733.76,87544.6,False,False
W0208,P058,male,46-55,,EU_mobile,False,editor,mid,freelance_cache,feature_film,False,private,micro,DE,3.0,77,367.55,28301.35,,False,True
W0208,P043,male,46-55,22.0,EU_mobile,False,sound_technician,mid,fixed_term,tv_series,False,mixed,small,ES,5.0,50,300.52,15026.0,66114.4,False,True
W0208,P028,male,46-55,22.0,EU_mobile,False,cinematographer,mid,fixed_term,documentary,True,mixed,micro,DE,5.0,34,472.73,16072.82,104000.6,True,True
W0209,P040,male,46-55,26.0,national,False,producer,senior,freelance_cache,short_film,False,public,medium,DE,2.0,11,629.44,6923.84,138476.8,False,True
W0209,P056,male,46-55,26.0,national,False,producer,mid,fixed_term,short_film,False,private,small,FR,2.0,14,724.64,10144.96,159420.8,True,True
W0210,P018,male,26-35,9.0,national,False,cinematographer,mid,intermittent,short_film,False,public,large,DE,6.0,9,625.52,5629.68,137614.4,False,True
W0210,P016,male,26-35,9.0,national,False,cinematographer,senior,fixed_term,feature_film,False,private,large,IT,5.0,47,604.76,28423.72,133047.2,True,True
W0210,P003,male,26-35,9.0,national,False,cinematographer,junior,freelance_cache,documentary,False,public,small,BE,5.0,19,360.68,,,False,True
W0210,P010,male,26-35,,national,False,cinematographer,senior,intermittent,documentary,False,private,micro,FR,4.0,37,702.69,25999.53,154591.8,False,False
W0211,P019,female,18-25,0.0,national,True,director,senior,intermittent,feature_film,False,private,micro,PL,1.0,44,485.1,,106722.0,True,True
W0211,P027,female,18-25,0.0,national,True,director,senior,fixed_term,feature_film,False,mixed,small,IT,,80,544.78,43582.4,119851.6,False,True
W0212,P034,male,26-35,,national,False,composer,mid,fixed_term,advertising,False,public,micro,FR,4.0,12,477.07,5724.84,104955.4,True,True
W0212,P062,male,26-35,5.0,national,False,composer,senior,freelance_cache,documentary,False,private,micro,BE,3.0,19,,,121228.8,False,False
W0212,P004,male,26-35,5.0,national,False,composer,mid,freelance_cache,documentary,False,private,large,IT,4.0,45,,21352.95,104392.2,False,False
W0213,P012,male,46-55,15.0,national,False,sound_technician,mid,fixed_term,tv_series,False,public,micro,NL,3.0,44,304.38,,66963.6,False,True
W0213,P008,male,46-55,15.0,national,False,sound_technician,senior,fixed_term,feature_film,False,mixed,medium,DE,5.0,87,356.76,31038.12,78487.2,False,True
W0213,P061,male,46-55,15.0,national,False,sound_technician,senior,fixed_term,tv_series,True,public,small,ES,6.0,50,315.38,15769.0,69383.6,False,False
W0213,P037,male,46-55,15.0,national,False,sound_technician,junior,freelance_cache,tv_series,False,private,micro,IT,,77,238.0,18326.0,,True,False
W0214,P041,male,36-45,9.0,national,False,screenwriter,mid,freelance_cache,tv_series,False,public,micro,PL,1.0,27,389.8,10524.6,85756.0,False,True
W0215,P004,male,26-35,7.0,national,True,art_technician,lead,freelance_cache,documentary,False,private,large,IT,3.0,44,,22188.76,110943.8,False,True
W0215,P017,female,26-35,7.0,national,True,producer,mid,intermittent,tv_series,False,private,micro,ES,2.0,33,630.12,20793.96,138626.4,True,False
W0216,P002,male,46-55,27.0,national,False,cinematographer,mid,fixed_term,advertising,False,private,micro,IT,3.0,8,584.58,4676.64,,True,True
W0216,P026,male,46-55,27.0,national,False,cinematographer,mid,freelance_cache,advertising,False,public,medium,FR,3.0,15,,8126.85,119193.8,False,False
W0216,P009,male,46-55,27.0,national,False,cinematographer,mid,fixed_term,advertising,False,private,large,FR,3.0,5,559.94,2799.7,123186.8,True,True
W0216,P021,male,46-55,,national,False,cinematographer,junior,permanent,tv_series,False,public,micro,FR,5.0,73,456.25,33306.25,100375.0,False,False
W0217,P047,male,36-45,19.0,EU_mobile,False,cinematographer,senior,freelance_cache,tv_series,False,private,medium,DE,,36,759.85,27354.6,167167.0,True,True
W0217,P058,male,36-45,19.0,EU_mobile,False,cinematographer,lead,permanent,feature_film,False,private,micro,DE,5.0,39,960.7,37467.3,211354.0,False,True
W0217,P062,male,36-45,19.0,EU_mobile,False,cinematographer,mid,freelance_cache,documentary,False,private,micro,BE,5.0,39,597.86,23316.54,131529.2,False,False
W0218,P061,female,26-35,5.0,national,False,art_technician,senior,intermittent,tv_series,True,public,small,ES,,76,360.72,27414.72,79358.4,False,True
W0218,P028,female,26-35,5.0,national,False,art_technician,senior,fixed_term,documentary,True,mixed,micro,DE,6.0,36,321.32,11567.52,,True,True
W0218,P049,female,26-35,5.0,national,False,screenwriter,lead,fixed_term,tv_series,False,private,medium,FR,6.0,45,563.4,25353.0,123948.0,False,True
W0218,P024,female,26-35,5.0,national,False,art_technician,lead,freelance_cache,documentary,True,private,large,RO,4.0,44,413.05,,90871.0,False,True
W0218,P041,female,26-35,5.0,national,False,art_technician,senior,fixed_term,tv_series,False,public,micro,PL,7.0,67,293.74,19680.58,64622.8,False,False
W0219,P055,male,36-45,12.0,national,True,sound_technician,lead,fixed_term,tv_series,False,private,small,BE,1.0,74,448.08,33157.92,98577.6,False,True
W0220,P036,male,36-45,18.0,national,False,director,junior,freelance_cache,feature_film,True,public,micro,FR,4.0,56,513.64,28763.84,113000.8,False,True
W0220,P010,male,36-45,18.0,national,False,director,senior,freelance_cache,documentary,False,private,micro,FR,,48,637.98,30623.04,140355.6,True,False
W0220,P018,male,36-45,18.0,national,False,director,junior,freelance_cache,short_film,False,public,large,DE,3.0,23,473.56,,,False,False
W0220,P062,male,36-45,18.0,national,False,screenwriter,mid,freelance_cache,documentary,False,private,micro,BE,5.0,23,430.4,,,True,True
W0221,P057,male,36-45,10.0,national,False,sound_technician,senior,fixed_term,documentary,False,mixed,micro,DE,4.0,51,422.53,21549.03,92956.6,False,False
W0221,P005,male,36-45,10.0,national,False,sound_technician,mid,intermittent,advertising,False,private,small,ES,5.0,19,338.53,6432.07,74476.6,False,True
W0221,P017,male,36-45,10.0,national,False,sound_technician,junior,intermittent,tv_series,False,private,micro,ES,7.0,20,245.43,4908.6,53994.6,False,True
W0221,P008,male,36-45,10.0,national,False,sound_technician,junior,permanent,feature_film,False,mixed,medium,DE,7.0,89,240.58,21411.62,52927.6,False,False
W0221,P050,male,36-45,10.0,national,False,sound_technician,junior,freelance_cache,feature_film,False,private,large,NL,7.0,50,294.81,14740.5,,False,True
W0222,P001,male,36-45,13.0,national,True,screenwriter,senior,fixed_term,short_film,False,mixed,small,ES,6.0,21,516.31,10842.51,113588.2,False,False
W0222,P039,male,36-45,,national,True,screenwriter,junior,fixed_term,feature_film,False,private,small,PT,7.0,36,372.53,13411.08,81956.6,False,True
W0222,P015,male,36-45,13.0,national,True,screenwriter,mid,intermittent,advertising,False,private,small,SE,4.0,8,383.21,3065.68,84306.2,False,True
W0222,P055,male,36-45,13.0,national,True,screenwriter,lead,fixed_term,tv_series,False,private,small,BE,6.0,77,585.96,45118.92,128911.2,True,True
W0222,P051,male,36-45,13.0,national,True,screenwriter,junior,fixed_term,documentary,True,mixed,micro,FR,,20,300.68,6013.6,66149.6,False,True
W0223,P001,male,36-45,18.0,EU_mobile,False,screenwriter,mid,fixed_term,short_film,False,mixed,small,ES,3.0,19,404.13,7678.47,88908.6,False,True
W0224,P014,male,18-25,0.0,national,False,editor,senior,fixed_term,short_film,False,private,large,RO,6.0,24,441.52,10596.48,,False,True
W0224,P008,male,18-25,0.0,national,False,editor,mid,freelance_cache,feature_film,False,mixed,medium,DE,6.0,73,329.67,24065.91,72527.4,False,False
W0224,P063,male,18-25,0.0,national,False,editor,mid,fixed_term,feature_film,False,mixed,large,RO,4.0,34,,11994.86,,False,True
W0224,P026,male,18-25,0.0,national,False,editor,junior,fixed_term,advertising,False,public,medium,FR,4.0,9,293.91,2645.19,64660.2,False,True
W0224,P029,male,18-25,0.0,national,False,editor,lead,freelance_cache,documentary,False,public,medium,BE,6.0,47,484.11,22753.17,,False,False
W0225,P025,male,26-35,10.0,national,False,screenwriter,senior,fixed_term,feature_film,False,private,micro,SE,1.0,72,519.38,37395.36,114263.6,False,False
W0225,P038,male,26-35,,national,False,screenwriter,mid,intermittent,short_film,False,mixed,micro,PT,4.0,11,459.95,5059.45,101189.0,False,False
W0226,P064,female,46-55,16.0,national,False,cinematographer,senior,fixed_term,advertising,False,private,small,DE,1.0,11,608.7,6695.7,133914.0,True,True
W0226,P009,female,46-55,16.0,national,False,cinematographer,senior,fixed_term,advertising,False,private,large,FR,4.0,17,643.71,10943.07,141616.2,False,False
W0227,P048,male,26-35,10.0,national,False,director,senior,intermittent,tv_series,False,private,medium,ES,2.0,56,798.79,44732.24,175733.8,False,False
W0227,P023,male,26-35,,national,False,screenwriter,junior,freelance_cache,feature_film,False,mixed,small,IT,,82,299.45,24554.9,65879.0,False,False
W0228,P023,female,26-35,7.0,national,False,art_technician,junior,freelance_cache,feature_film,False,mixed,small,IT,5.0,45,,10876.05,,False,True
W0228,P058,female,26-35,7.0,national,False,art_technician,junior,intermittent,feature_film,False,private,micro,DE,6.0,89,202.4,18013.6,44528.0,False,True
W0228,P004,female,26-35,7.0,national,False,art_technician,mid,permanent,documentary,False,private,large,IT,4.0,16,267.81,4284.96,58918.2,False,True
W0228,P027,female,26-35,7.0,national,False,art_technician,mid,fixed_term,feature_film,False,mixed,small,IT,5.0,72,,22528.08,68835.8,False,False
W0229,P039,male,46-55,16.0,national,False,cinematographer,mid,permanent,feature_film,False,private,small,PT,5.0,72,643.53,46334.16,141576.6,False,True
W0229,P058,male,46-55,16.0,national,False,cinematographer,junior,freelance_cache,feature_film,False,private,micro,DE,6.0,63,451.52,28445.76,99334.4,False,False
W0229,P026,male,46-55,16.0,national,False,cinematographer,junior,freelance_cache,advertising,False,public,medium,FR,,13,,5071.04,85817.6,False,True
W0229,P009,male,46-55,16.0,national,False,cinematographer,mid,fixed_term,advertising,False,private,large,FR,3.0,6,592.0,3552.0,130240.0,True,True
W0230,P021,male,26-35,9.0,non_EU,False,director,mid,fixed_term,tv_series,False,public,micro,FR,3.0,59,781.89,46131.51,172015.8,False,True
W0230,P055,male,26-35,9.0,non_EU,False,director,mid,freelance_cache,tv_series,False,private,small,BE,4.0,78,604.3,,,False,False
W0230,P013,male,26-35,9.0,non_EU,False,director,lead,intermittent,advertising,False,private,micro,DE,2.0,3,919.1,2757.3,202202.0,False,True
